129,宣传委员丽丽想在“我与粮食”班会的最后环节用一幅漫画说明中学生应该怎么做依据搜集的材料你认为下列四幅漫画中最恰当的一幅是材料一半夜呼儿趁晓耕羸牛无力渐艰行时人不识农家苦将谓田中谷自生（唐颜仁郁《农家》）一粥一饭当思来处不易;半丝半缕恒念物力维艰（选自《朱子家训》）材料二（选自2013年12月《财经》杂志封面）材料三浪费的食物何其多？据不完全统计我国每年浪费的粮食足够5000万人吃一年中国农业大学专家课题组曾对大、中、小三类城市共2700桌不同规模的餐桌中剩余饭菜的蛋白质、脂肪等进行系统分析保守推算我国仅餐饮浪费食物中的蛋白质一年就达800万吨相当于2.6亿人一年所需；浪费脂肪300万吨相当于1.3亿人一年所需（选自2012年6月《人民日报》）
217,人有负①盐负薪②者同释③重担息树阴二人将行争一羊皮各言藉背④之物惠⑤遣争者出顾州纲纪⑥曰：“以此羊皮可拷知主乎?”群下⑦咸⑧无答者惠令人置羊皮席上以杖击之见少盐屑曰：“得其实⑨矣”使争者视之负薪者乃伏而就罪（选自《北史•李惠传》）[注释]①背②木柴③放下④藉：垫、衬⑤惠：李惠中山(今河北定县满城一带)人北魏太武帝时任雍州刺史⑥顾州纲纪：回头看着州府的主簿纲纪：随从人员州纲纪指州府的主簿⑦群下：部下属员⑧全都⑨实：事实真相李惠细心观察、冷静判断帮助背盐人拿回了他的羊皮背盐人想要送李惠一块牌匾表达自己的感激、敬仰之情你认为合适的一块是
233,下面文字说明和图画内容不相配的一项是
256,学习了《清卫填海》之后班里同学们开展了阅读《山海经》的活动在阅读过程中同学们发现《山海经》是一本很奇特的书首先书中记载了许多有意思的神话故事以及一些特别的动物下面图片中属于《山海经》中提到的动物是
258,高迪被誉为“上帝的建筑师”巴塞罗那几乎所有最具盛名的建筑物都出自高迪之手今年8月学校组织你到西班牙游学5日（周五）早晨到达巴塞罗那7日（周日）傍晚离开请你根据以下信息以“少耗时、低耗资、全体验”为理念安排行程参观高迪的建筑和博物馆圣家堂贴士：教堂内部光线穿过彩绘玻璃会是很美的视觉享受早上以及日落时分的光线尤其诱人时间：10月-3月：9:00-18:00；4月-9月：9:00-20:00；12月25、26日以及1月1日-6日：9:00-14:0012月25日、26日-1月1日、6日：9：00-14：00交通：地铁L2(紫线)或L5(蓝线)SagradaFamília站下车票价：成人票15欧元加泰罗尼亚国家艺术博物馆贴士：免费参观时段：周六15:00以后每月第一个周日5月18日国际博物馆日时间：冬季（10月1日至4月30日）：周一至周六10:00-18:00；周日和公共假日10:00-15:00；夏季（5月1日至9月30日）：周一至周六10:00-20:00；周日和公共假日10:00-15:00；周一闭馆(节假日除外)地铁：一号线、三号线到Pl.Espanya站下票价：成人12欧(两日有效)；学生、团体享受七折折扣巴特罗之家时间：周一至周日9:00-21:00(最晚20:00入场)交通：地铁L3(绿线)至PasseigdeGràcia站下车票价：21.5欧元(成人)18.5欧元(学生/老人)7岁以下免费米拉之家时间：日间参观时间：除12月25日每日开放11月3日至3月2日9:00-18:30（最晚18:00进入）12月22日至1月3日9:00-20:00（最晚19:30进入）1月1日11:00-20:003月3日至11月2日9:00-20:00（最晚19:30进入）夜间参观时间：11月3日至3月2日周三到周六19:00-22:30（最晚21:00进入）3月3日至11月2日周一到周日20:15-24:00（最晚22:45进入）交通：地铁L3(绿线)至Diagonal站下车票价：日票：全价20.50欧元优惠价16.50欧元(学生/退休人员)票价包含中文语音导览夜票：全价30欧元优惠价15欧元(学生/退休人员)票价包含中文语音导览和情景灯光表演根据以上信息最理想的行程安排是
402,某校戏剧社为迎接元旦的到来将宋代大词人辛弃疾的《清平乐·村居》“茅檐低小溪上青青草醉里吴音相媚好白发谁家翁媪？大儿锄豆溪东中儿正织鸡笼最喜小儿亡赖溪头卧剥莲蓬”改编成课本剧展现宋代普通百姓的居家生活风貌依据上文内容你认为那一个服饰最不合适表演时穿着呢
463,下面四幅图画最适合作为《西游记》第六十五回“妖邪假设小雷音四众皆遭大厄难”插图的是
537,9.学习了《清卫填海》之后班里同学们开展了阅读《山海经》的活动在阅读过程中同学们发现《山海经》是一本很奇特的书首先书中记载了许多有意思的神话故事以及一些特别的动物下面图片中属于《山海经》中提到的动物是
602,9.学习了《清卫填海》之后班里同学们开展了阅读《山海经》的活动在阅读过程中同学们发现《山海经》是一本很奇特的书首先书中记载了许多有意思的神话故事以及一些特别的动物下面图片中属于《山海经》中提到的动物是
657,学习了《精卫填海》之后班里同学们开展了阅读《山海经》的活动在阅读过程中同学们发现《山海经》是一本很奇特的书首先书中记载了许多有意思的神话故事以及一些特别的动物下面图片中属于《山海经》中提到的动物是
731,下面四幅图画最适合作为《西游记》第六十五回“妖邪假设小雷音四众皆遭大厄难”插图的是
739,先生不知何许人也亦不详其姓字宅边有五柳树因以为号焉闲静少言不慕荣利好读书不求甚解；每有会意①便欣然忘食性嗜酒家贫不能常得亲旧知其如此或置酒而招之；造②饮辄尽期在必醉既醉而退曾不吝情去留环堵萧然不蔽风日；短褐③穿结④箪瓢屡空晏如⑤也常著文章自娱颇示己志忘怀得失以此自终[注释]①会意：指对书中的有所体会会：体会、领会②造往到③短褐粗布短衣④穿结指衣服破烂⑤晏如：安然自若的样子美术课上老师说：“同学们有关人员准备对陶渊明纪念馆进行修复：更换纪念馆的扁额假如请你为陶渊明纪念馆题写一块匾额结合本文内容的理解你会选择下面哪个选项？”
765,王羲之是东晋著名书法家被后人尊为“书圣”他很喜欢白鹅昂首高歌、姿态优美而洒脱的样子甚至在练字运笔时都模仿鹅的姿态因此他的书法形成了刚中带柔古雅遒劲雄健飘逸的风格李白在诗中写道：“山阴道士如相见应写黄庭换白鹅”诗中就化用了王羲之用书法换取大鹅的趣事书法课上老师向同学们展示了以下四幅书法作品根据老师对王羲之书法的介绍你认为哪一幅作品是他的呢
796,黑山①在县地北白鹿山东清水②所出也上承诸陂③散泉积以成川西南流屈曲瀑布垂岩悬河注壑二十余丈雷扑之声震动山谷左右石壁云深兽迹不交隍④中散水雾合视不见底南峰北岭多结禅栖之地⑤；东岩西谷又是刹灵之图⑥竹柏之怀与神心⑦妙远；仁智之性共山水效深⑧更为胜处地其水历涧飞流清泠洞观⑨谓之清水矣……清河水又南与小瑶水合水近出西北穷溪东南流注清水注释：①黑山：在今河南省浚县西北②清水：清水原是黄河北岸的一条支流后来与黄河分离成为海河水系卫河（即南运河）的一段③陂：山坡④隍（huánɡ）：这里指沟壑⑤禅栖之地：修行僧人的居住地⑥刹（chà）灵之图：刹灵寺院浮图：佛塔⑦神心：神灵之心妙远：高远‎⑧效深：同深等深‎⑨清泠（línɡ）：泠清凉洞观：清晰明澈学完本文同学们给文中介绍的清水绘制了一个简要的流域图你能依据文本信息选出正确的一项吗
862,单选题周末你整理电脑里收集的资料想把下面的三则材料都放进同一个文件夹依据文件夹的名字你认为这三则材料应该被移动到什么位置？材料一：吾资之昏1不逮人也；吾材之庸不逮人也；旦旦而学之久而不怠焉迄乎成而亦不知其昏与庸也吾资之聪倍人也；吾材之敏倍人也2；屏弃而不用3其与昏与庸无以异也圣人之道卒于鲁也传之41.资：天资天分2.倍人：“倍于人”的省略3.屏：同“摒”除去、排除4.圣人：指孔子卒：终于鲁：迟钝、不聪明（选自清代彭端淑《为学一首示子侄》）材料二：材料三：鲁迅先生从小认真学习少年时在江南水师学堂读书第一学期成绩优异学校奖给他一枚金质奖章他立即拿到南京鼓楼街头卖掉然后买了几本书又买了一串红辣椒每当晚上寒冷时夜读难耐他便摘下一颗辣椒放在嘴里嚼着直辣得额头冒汗他就用这种办法驱寒坚持读书由于苦读书后来鲁迅成为我国著名的文学家、思想家、革命家（选自2011年12期《中学生》有改动）
874,下面四幅图画最适合作为《西游记》第六十五回“妖邪假设小雷音四众皆遭大厄难”插图的是
875,古乐钟皆扁如盒瓦①盖②钟圆③则声长④扁则声短⑤声短则节⑥声长则曲⑦节短⑧处声皆相乱⑨不成音律后人不知此意悉⑩为圆钟急叩之多晃晃⑪尔清浊不复可辨（沈括《梦溪笔谈》）注释:①盒瓦：把两片瓦对合起来盒：此处通“合”②盖：用在句首相当于“推想”、“大概”③圆：指钟壁呈圆筒形④长：指敲击时发出的响声很长⑤短：指敲击时发出的响声比较短促⑥节：指敲击发音的余音较短⑦曲：指敲击发音的余音较长⑧节短：指节奏急促⑨乱：指余音相互干扰造成声音杂乱⑩悉：全都⑪晃晃：在文中用做象声词表示钟声轰鸣共振某校为了弘扬民族传统丰富学生的课余生活特成立了“民族打击乐”兴趣小组元旦将至该小组准备合奏一首节奏明快的传统曲目《赛马》作为元旦晚会的表演曲目请你为负责“钟”这一乐器的小亮选择一个合适的器材
1047,某同学展示了下面四幅书法作品的图片其中字体属于隶书的是
2134,世有透光鉴①鉴背有铭文凡二十字字极古莫能读以鉴承②日光则背文及二十字皆透③在屋壁上了了④分明人有原⑤其理以谓铸时薄处先冷唯背文上差⑥厚后冷而铜缩多文虽在背而鉴面隐然有迹所以于光中现注释：①鉴：镜子②承：接文中是“对着日光”的意思③透：透射文中是“反射”的意思④了了：清楚⑤原：推究根源⑥差：略微的比较的因为透光镜世间罕见所以有人说透光镜是透明的你同意吗？为什么？请你根据本文的学习进行判断
2367,关羽字云长河东解人也亡命奔涿郡与先主寝则同床恩若兄弟而稠人广坐①侍立终日随先主周旋不避艰险建安五年曹公东征先主奔袁绍曹公擒羽以归拜为偏将军礼之甚厚绍遣大将军颜良攻东郡太守刘延于白马②曹公使张辽及羽为先锋击之羽望见良麾盖③策马刺良于万众之中斩其首还绍诸将莫能当者遂解白马围曹公即表④封羽为汉寿亭侯初曹公壮羽为人而察其心神无久留之意谓张辽曰：“卿试以情问之”既而辽以问羽羽叹曰：“吾极知曹公待我厚然吾受刘将军厚恩誓以共死不可背之吾终不留吾要当立效⑤以报曹公乃去”辽以羽言报曹公曹公义之羽尝为流矢所中贯其左臂医曰：“矢镞（zú）⑥有毒毒入于骨当破臂作创刮骨去毒然后此患乃除耳”羽便伸臂令医劈之时羽适请诸将饮食相对臂血流离盈于盘器而羽割炙⑦引酒言笑自若（节选自《三国志·关羽传》有删改）注释:①稠人广坐：指人很多的地方即公共场合②白马：白马县古代地名位于今河南省境内③麾盖是一个汉语词汇将帅用的旌旗与车盖麾：古代供指挥用的旌旗④表：给皇帝上的奏章这里是上奏表的意思⑤立效：立功⑥矢镞：箭头⑦炙：烤肉关羽是中国的武圣与“文圣”孔子齐名是一位集儒释道于一身的全神一位文治武功、无所不通的真神在人们的信仰中关公的历史地位一直居高不下令人仰望请结合选文内容谈谈你对关羽的认识
2456,范文正公①轻②财好施尤厚于族人既贵于姑苏近郊买良田数千亩为义庄以养群从③之贫者择族人长而贤者一人主其出纳人日食米一升岁衣缣④(jiān)一匹嫁娶丧葬皆有赡给⑤聚族人仅⑥百口公殁⑦（mò）逾四十年子孙贤令⑧至今奉公之法不敢废弛《渑水燕谈录》注释①范文正公：范仲淹谥号“文正”世称范文正公②轻：轻视③群从：指堂兄弟及诸子侄④缣：细绢⑤给：供给⑥仅：将近⑦殁：死⑧令：善美好范仲淹开创义庄这在当时是最佳的慈善之举而他本人却一贫如洗直到临终他也没有一所像样的宅第他虽然离开了但他的精神会长存世间结合选文说说范仲淹的做法诠释的古代仁人志士的行为准则是
3061,甲乙丙三段文字所描写的水各有什么特点？甲文《醉翁亭记》乙文《小石潭记》丙文：自渴西南行不能百步得石渠民桥其上有泉幽幽然其鸣乍大乍细渠之广或咫尺或倍尺其长可十许步其流抵大石伏出其下逾石而往有石泓菖蒲被之青鲜环周又折西行旁陷岩石下北堕小潭潭幅员减百尺清深多鲦鱼又北曲行纡馀睨若无穷然卒入于渴其侧皆诡石、怪木、奇卉、美箭可列坐而麻焉风摇其巅韵动崖谷视之既静其听始远
